"","X","household_key","BASKET_ID","DAY","PRODUCT_ID","QUANTITY","BASE_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","NET_SPEND_AMT","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC","PRICE_PER_PRODUCT"
"7023",7023,12,34762205674,4,843111,1,3.69,0,0,3.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","NATURAL CHEESE EXACT WT CHUNKS",3.69
"7049",7049,31,34762211735,3,819927,2,6.23,-1.45,0,4.78,"35-44","B","35-49K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","PASTA SAUCE","MAINSTREAM",3.115
"7127",7127,374,34762217970,4,825365,1,3.48,-0.49,0,2.99,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","LUNCHMEAT","PEPPERONI/SALAMI",3.48
"7137",7137,351,34762220017,4,825343,1,17.35,-6.32,0,11.03,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","MEAT","BEEF","CHOICE BEEF",17.35
"7164",7164,235,34762227009,4,944018,3,44.97,0,0,44.97,"35-44","A","250K+","Homeowner","2 Adults Kids","5+","3+","GROCERY","DOMESTIC WINE","PREMIUM 750ML WINES",14.99
"7237",7237,389,34762233918,4,912146,2,1.07,-0.09,0,0.98,"35-44","U","150-174K","Probable Owner","Single Female","1","None/Unknown","GROCERY","VEGETABLES - SHELF STABLE","KRAUT & CABBAGE",0.535
"7286",7286,121,34762251794,4,835788,1,1,0,0,1,"45-54","U","25-34K","Unknown","2 Adults Kids","3","1","GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL",1
"7314",7314,567,34762270964,4,990256,1,5.39,-0.7,0,4.69,"19-24","U","25-34K","Unknown","Single Male","1","None/Unknown","GROCERY","CAT LITTER","CONVENTIONAL LITTER",5.39
"7363",7363,115,34762302869,4,910032,1,5.59,-2.3,0,3.29,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","HOT DOGS","PREMIUM - MEAT",5.59
"7384",7384,601,34762303925,4,822225,1,3.08,-0.29,0,2.79,"35-44","A","100-124K","Homeowner","2 Adults Kids","4","2","GROCERY","YOGURT","YOGURT MULTI-PACKS",3.08
"7445",7445,558,34762315969,4,819927,1,3.11,-0.72,0,2.39,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PASTA SAUCE","MAINSTREAM",3.11
"7501",7501,184,34762346378,4,896457,1,1.29,0,0,1.29,"45-54","U","25-34K","Unknown","Single Male","1","None/Unknown","GROCERY","BAKED SWEET GOODS","SNACK CAKE - MULTI PACK",1.29
"7509",7509,644,34762350831,4,833715,1,0.15,0,0,0.15,"65+","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOUP","RAMEN NOODLES/RAMEN CUPS",0.15
"7521",7521,662,34762361240,4,835530,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","HOT DOGS","PREMIUM - BEEF",3.99
"7548",7548,958,34762363406,4,890610,4,14.32,-5.16,0,9.16,NA,NA,NA,NA,NA,NA,NA,"PASTRY","BREAKFAST SWEETS","SW GDS: SW ROLLS/DAN",3.58
"7587",7587,788,34762386017,4,859662,1,3.91,-1.12,0,2.79,"25-34","U","Under 15K","Unknown","1 Adult Kids","2","1","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","FRUIT SNACKS",3.91
"7652",7652,725,34762442629,4,826249,1,1.7,-0.41,0,1.29,"45-54","U","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"7692",7692,410,34762470856,4,969941,3,16.77,-6.9,0,9.87,"55-64","A","35-49K","Homeowner","2 Adults Kids","5+","3+","MEAT-PCKGD","HOT DOGS","BETTER FOR YOU",5.59
"7699",7699,329,34762479469,4,854852,1,1.83,0,0,1.83,"25-34","U","75-99K","Unknown","Single Female","1","None/Unknown","PRODUCE","TOMATOES","TOMATOES HOTHOUSE ON THE VINE",1.83
"7725",7725,236,34762485908,4,893501,11,25.3,-7.81,0,17.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"7773",7773,798,34762530888,4,877226,1,2.09,-0.2,0,1.89,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","VINEGAR ALL-EXCEPT WINE/RIC",2.09
"7774",7774,667,34762532069,4,820560,1,1.08,-0.29,0,0.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",1.08
"7787",7787,681,34762533079,4,822367,1,3.19,0,0,3.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","MISC MEAT SAUCES",3.19
"7817",7817,332,34762540084,4,832768,1,3.09,0,0,3.09,"35-44","A","125-149K","Homeowner","2 Adults Kids","5+","3+","GROCERY","CONVENIENT BRKFST/WHLSM SNACKS","GRANOLA BARS",3.09
"7836",7836,991,34762546900,4,901666,1,1.5,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","PEARS","PEARS ANJOU",1.5
"7838",7838,32,34762552101,4,997746,1,2.19,0,0,2.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DRY BN/VEG/POTATO/RICE","MISC GRAIN MIXES",2.19
"7844",7844,518,34762562004,4,861279,1,4.19,0,0,4.19,"45-54","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CONDIMENTS/SAUCES","STEAK & WORCHESTER SAUCE",4.19
"7933",7933,779,34762567996,4,821083,1,1.49,0,0,1.49,"65+","U","125-149K","Homeowner","2 Adults Kids","3","1","GROCERY","EGGS","EGGS - JUMBO",1.49
"7988",7988,442,34811776674,5,825343,1,14.22,-5.18,0,9.04,"25-34","U","15-24K","Unknown","1 Adult Kids","2","1","MEAT","BEEF","CHOICE BEEF",14.22
"8061",8061,324,34811795587,5,822993,1,5.69,0,0,5.69,"45-54","U","50-74K","Unknown","Single Female","1","None/Unknown","GROCERY","HISPANIC","AUTHENTIC JAPANESE FOODS",5.69
"8105",8105,308,34811795763,5,995785,1,0.67,0,0,0.67,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","PEPPERS-ALL","PEPPERS GREEN BELL",0.67
"8111",8111,583,34811801298,5,869577,1,1.66,0,0,1.66,"35-44","B","15-24K","Unknown","Single Female","1","None/Unknown","GROCERY","PASTA SAUCE","MAINSTREAM",1.66
"8122",8122,882,34811810582,5,1106523,1,2.69,0,0,2.69,"45-54","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.69
"8124",8124,251,34811816931,5,828143,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","MISCELLANEOUS CHEESE",1.99
"8158",8158,841,34811845201,5,12673453,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","NEW AGE","ENERGY DRINK",1.99
"8198",8198,508,34811891206,5,883404,1,1.59,-0.3,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",1.59
"8206",8206,257,34811912774,5,859075,2,4.62,-1.06,0,3.56,"25-34","U","25-34K","Unknown","1 Adult Kids","3","2","GROCERY","CHEESE","SHREDDED CHEESE",2.31
"8248",8248,939,34811917308,5,834833,1,1,0,0,1,"45-54","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU",1
"8389",8389,119,34811947662,5,862535,1,4.19,-0.5,0,3.69,"45-54","U","125-149K","Unknown","Single Male","1","None/Unknown","GROCERY","COLD CEREAL","ALL FAMILY CEREAL",4.19
"8396",8396,430,34811948185,5,1106523,1,2.69,0,0,2.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY",2.69
"8501",8501,600,34811977440,6,829001,2,8.36,-2.18,0,6.18,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","KIDS CEREAL",4.18
"8556",8556,608,34812000955,5,1074271,1,1.9,-0.51,0,1.39,"25-34","B","25-34K","Renter","1 Adult Kids","5+","3+","GROCERY","SOFT DRINKS","SOFT DRINK BOTTLE NON-CARB (EX",1.9
"8647",8647,460,34812006301,5,1082185,1,0.47,0,0,0.47,"65+","B","25-34K","Homeowner","Single Female","1","None/Unknown","PRODUCE","TROPICAL FRUIT","BANANAS",0.47
"8698",8698,180,34812017052,5,1053690,1,2.3,-0.71,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"8834",8834,983,34812111496,5,819048,1,1.6,0,0,1.6,"45-54","A","35-49K","Homeowner","2 Adults Kids","3","1","GROCERY","LIQUOR","COCKTAIL MIXES-FLUID:ADD LIQ",1.6
"8851",8851,766,34812127788,5,820518,1,4.48,-0.99,0,3.49,"45-54","A","150-174K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES",4.48
"8895",8895,437,34812132015,5,887393,1,2.39,0,0,2.39,"25-34","A","50-74K","Homeowner","2 Adults Kids","5+","3+","GROCERY","PAPER TOWELS","PAPER TOWELS & HOLDERS",2.39
"8896",8896,26,34812135070,5,823758,1,0.65,-0.03,0,0.62,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MARGARINES","MARGARINE  STICK",0.65
"8918",8918,586,34812140670,5,837644,1,3.29,0,0,3.29,"19-24","A","35-49K","Renter","2 Adults Kids","3","1","GROCERY","FROZEN PIZZA","PIZZA/PREMIUM",3.29
"8923",8923,82,34812141896,5,819308,1,2.92,0,0,2.92,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF",2.92
"8946",8946,759,34812147411,5,906844,1,9.49,0,0,9.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",9.49
"8951",8951,105,34812165381,5,889731,1,2.18,-0.59,0,1.59,"25-34","B","Under 15K","Homeowner","1 Adult Kids","3","2","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR",2.18
"8958",8958,192,34812166786,5,827047,1,2,0,0,2,"45-54","A","35-49K","Homeowner","Single Male","2","None/Unknown","GROCERY","FRZN NOVELTIES/WTR ICE","STICKS/ENROBED",2
"9031",9031,127,34812171363,5,896613,1,5.37,-0.9,0,4.47,"45-54","U","25-34K","Unknown","Single Female","1","None/Unknown","MEAT","CHICKEN","WHOLE CHICKEN (ROASTERS/FRYER)",5.37
"9092",9092,643,34812266278,5,840601,2,3.8,-1.02,0,2.78,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",1.9
"9171",9171,706,34812313026,5,831559,2,4.16,-0.58,0,3.58,"45-54","B","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CAT LITTER","LITTER ACCESSORIES",2.08
"9315",9315,205,34837186714,6,819840,1,1.11,0,0,1.11,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","PEPPERS-ALL","PEPPERS JALAPENO",1.11
"9371",9371,362,34837225464,6,856284,1,6.98,-2.49,0,4.49,"65+","U","50-74K","Unknown","Single Male","1","None/Unknown","MEAT-PCKGD","MEAT - MISC","DRUMS (IQF)",6.98
"9423",9423,248,34837250684,6,825731,1,3.08,-0.29,0,2.79,"35-44","A","125-149K","Homeowner","2 Adults Kids","4","2","GROCERY","YOGURT","YOGURT MULTI-PACKS",3.08
"9475",9475,947,34837269462,3,895930,1,2.24,-0.48,0,1.76,"65+","B","35-49K","Homeowner","Single Male","1","None/Unknown","DELI","DELI MEATS","MEAT: LUNCHMEAT BULK",2.24
"9486",9486,893,34837290034,6,821976,2,5.66,-1.16,0,4.5,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SANDWICHES&HANDHELDS",2.83
"9551",9551,320,34837296877,6,821281,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","CONDIMENTS","SALSA/DIPS",3.99
"9562",9562,653,34837296970,6,840361,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE",0.99
"9593",9593,47,34837307333,6,948665,1,1.39,-0.1,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","VEGETABLES - SHELF STABLE","TOMATOES: STEWED/DICED/CRMD",1.39
"9713",9713,17,34837355603,6,833351,6,10.74,0,0,10.74,"65+","B","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FRZN NOVELTIES/WTR ICE","WATER ICE",1.79
"9722",9722,741,34837367353,6,820518,2,8.96,-1.98,0,6.98,"65+","U","50-74K","Homeowner","2 Adults Kids","3","1","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES",4.48
"9776",9776,469,34837390622,6,820518,1,4.48,-0.99,0,3.49,"45-54","U","75-99K","Probable Owner","Single Female","1","None/Unknown","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES",4.48
"9895",9895,973,34837397214,6,885939,1,18.34,-4.08,0,14.26,"35-44","A","50-74K","Homeowner","2 Adults Kids","4","2","DELI","PREPARED FOOD","PREP FD: ENTREES (COLD)",18.34
"9927",9927,305,34837406149,6,907631,1,4.58,-0.79,0,3.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS",4.58
"10022",10022,306,34837425818,6,826249,1,1.7,-0.41,0,1.29,"19-24","U","35-49K","Homeowner","2 Adults Kids","4","2","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"10108",10108,778,34837445261,6,834833,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE FRUIT DRINKS (NO JU",1
"10114",10114,536,34837445345,6,885750,1,1.59,-0.3,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.59
"10174",10174,769,34837470125,6,948888,1,17.99,-3.5,0,14.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","POWDER LAUNDRY DETERGENT",17.99
"10176",10176,516,34837471618,6,893253,1,5.99,0,0,5.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WAREHOUSE SNACKS","MEAT SNACKS",5.99
"10201",10201,807,34837482254,6,844165,1,2.3,-0.71,0,1.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"10236",10236,135,34837521294,6,903350,1,2.79,0,0,2.79,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FD WRAPS/BAGS/TRSH BG","SANDWICH BAGS",2.79
"10275",10275,602,34837548722,6,822785,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG",1.29
"10279",10279,311,34837549025,6,820122,1,1.99,0,0,1.99,NA,NA,NA,NA,NA,NA,NA,"MEAT-PCKGD","BACON","ECONOMY",1.99
"10304",10304,209,34837552480,6,854943,1,7.39,0,0,7.39,"45-54","U","25-34K","Homeowner","2 Adults Kids","3","1","GROCERY","HOUSEHOLD CLEANG NEEDS","DRAIN CARE",7.39
"10306",10306,907,34837562517,6,838396,1,2.88,-0.69,0,2.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","FROSTING",2.88
"10310",10310,709,34837567269,6,826249,2,3.4,-0.82,0,2.58,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"10345",10345,80,34837577984,6,822985,1,3.31,-0.82,0,2.49,"45-54","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FRUIT - SHELF STABLE","FRUIT BOWL AND CUPS",3.31
"10396",10396,974,34837586153,6,908531,1,2.2,-0.35,0,1.85,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","CHOCOLATE MILK",2.2
"10407",10407,813,34837591118,6,837862,1,3.18,-0.59,0,2.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","PRETZELS",3.18
"10433",10433,198,34837595912,6,821761,1,4.61,-0.42,0,4.19,"35-44","A","Under 15K","Homeowner","2 Adults Kids","3","1","GROCERY","ICE CREAM/MILK/SHERBTS","PAILS",4.61
"10465",10465,617,34837617627,6,821083,1,1.49,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - JUMBO",1.49
"10588",10588,304,34837651695,6,837865,2,13.47,-4.49,0,8.98,"25-34","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","BACON","FLAVORED/OTHER",6.735
"10623",10623,971,34837663298,6,845622,1,1.58,0,0,1.58,"25-34","A","35-49K","Homeowner","2 Adults Kids","3","1","GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG",1.58
"10630",10630,283,34837664028,6,971325,1,0.99,0,0,0.99,"25-34","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CONDIMENTS/SAUCES","HOT SAUCE",0.99
"10633",10633,462,34837667759,6,904360,1,0.99,0,0,0.99,"65+","U","100-124K","Unknown","Single Male","1","None/Unknown","PRODUCE","VEGETABLES SALAD","HEAD LETTUCE",0.99
"10665",10665,42,34837675594,6,896369,1,2.58,-0.79,0,1.79,"65+","U","50-74K","Unknown","Single Male","1","None/Unknown","GROCERY","PNT BTR/JELLY/JAMS","PEANUT BUTTER",2.58
"10674",10674,796,34837676780,6,852180,1,2.33,-0.33,0,2,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINKS 12/18&15PK CAN CAR",2.33
"10683",10683,660,34837677862,6,861445,2,3.38,0,0,3.38,"55-64","A","50-74K","Homeowner","Unknown","2","None/Unknown","DELI","CHICKEN/POULTRY","CHIX: VALUE ADDED (HOT)",1.69
"10725",10725,126,34837700772,6,907128,1,2.98,-0.99,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE CITRUS PNCH/OJ SUBS",2.98
"10819",10819,345,34850190246,7,1046545,1,3.99,0,0,3.99,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","POTATOES","POTATOES RUSSET (BULK&BAG)",3.99
"10820",10820,490,34850190611,7,1011300,1,1.29,0,0,1.29,"35-44","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","SOFT DRINKS","SFT DRNK MLT-PK BTL CARB (EXCP",1.29
"10832",10832,829,34850197734,7,873627,1,2.59,-0.6,0,1.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",2.59
"10983",10983,451,34850252239,7,9829787,2,2.78,0,0,2.78,"25-34","B","Under 15K","Renter","2 Adults No Kids","2","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS",1.39
"11036",11036,157,34850313596,8,14112236,3,1.77,0,0,1.77,"19-24","U","15-24K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",0.59
"11044",11044,349,34850326650,7,824305,1,3.88,-0.69,0,3.19,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","PREMIUM BREAD",3.88
"11052",11052,473,34850327584,7,822936,4,4.92,-0.96,0,3.96,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","GROCERY","SOUP","CONDENSED SOUP",1.23
"11137",11137,987,34850335688,7,986912,1,4.29,0,0,4.29,NA,NA,NA,NA,NA,NA,NA,"DELI","PREPARED FOOD","PREP FD: SIDE DISHES (HOT)",4.29
"11161",11161,871,34850345279,7,826249,1,1.7,-0.41,0,1.29,"35-44","A","200-249K","Homeowner","2 Adults Kids","3","1","GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS",1.7
"11197",11197,71,34850362273,7,844179,1,4.41,0,0,4.41,"35-44","A","25-34K","Homeowner","Single Female","2","None/Unknown","MEAT","BEEF","PRIMAL",4.41
"11286",11286,365,34850392269,6,854607,2,4.6,-1.42,0,3.18,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SOFT DRINK BOTTLE NON-CARB (EX",2.3
"11306",11306,797,34850401925,7,835300,1,4.72,0,0,4.72,"25-34","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","CHICKEN","CHICKEN THIGHS",4.72
"11313",11313,455,34850402318,7,860900,2,6.96,-0.98,0,5.98,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","PREMIUM COOKIES (EX: PEPPERIDG",3.48
"11333",11333,743,34850417571,7,866211,1,5.43,-1.47,0,3.96,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES WHITE",5.43
"11379",11379,214,34850428036,7,838258,1,0.98,-0.19,0,0.79,"55-64","B","Under 15K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",0.98
"11390",11390,593,34850441721,7,863688,2,8.56,-1.78,0,6.78,"35-44","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","BIRD SEED","WILD BIRD SEED",4.28
"11438",11438,989,34850471413,7,829323,1,2.62,0,0,2.62,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","APPLES","APPLES OTHER (BULK&BAG)",2.62
"11455",11455,458,34850480905,7,854261,1,3.29,0,0,3.29,"55-64","A","35-49K","Homeowner","Single Female","2","None/Unknown","PASTRY","BREAD","BREAD:SWEET/BREAKFAST",3.29
"11499",11499,561,34850505860,7,986912,1,3.18,0,0,3.18,NA,NA,NA,NA,NA,NA,NA,"DELI","PREPARED FOOD","PREP FD: SIDE DISHES (HOT)",3.18
"11525",11525,194,34850507100,7,888835,1,2.89,-0.3,0,2.59,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRUIT - SHELF STABLE","FRUIT BOWL AND CUPS",2.89
"11538",11538,465,34850508206,7,1070015,1,0.99,0,0,0.99,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE TEA WITH SUGAR OR S",0.99
"11547",11547,752,34850512037,7,896602,1,0.99,0,0,0.99,"35-44","A","75-99K","Renter","Single Female","2","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CARB FLVRD DRNKNG/MNRL WAT",0.99
"11573",11573,256,34850543137,7,821695,1,2.34,-0.35,0,1.99,"25-34","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","PASTRY","ROLLS","ROLLS: SANDWICH",2.34
"11610",11610,484,34850543946,7,890689,1,2.3,-0.71,0,1.59,"25-34","U","15-24K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL",2.3
"11631",11631,732,34850546523,7,825618,3,3.24,-0.87,0,2.37,"55-64","A","75-99K","Homeowner","2 Adults Kids","4","2","GROCERY","YOGURT","YOGURT NOT MULTI-PACKS",1.08
"11675",11675,254,34850570161,7,822225,1,2.38,0,0,2.38,NA,NA,NA,NA,NA,NA,NA,"GROCERY","YOGURT","YOGURT MULTI-PACKS",2.38
"11703",11703,118,34850573533,7,820518,1,4.48,-0.99,0,3.49,"45-54","B","35-49K","Homeowner","Single Female","1","None/Unknown","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES",4.48
"11727",11727,612,34850573637,7,847573,1,5.34,0,0,5.34,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","SELECT BEEF",5.34
"11820",11820,428,34850612153,7,835788,3,3,0,0,3,"19-24","U","50-74K","Probable Owner","2 Adults No Kids","2","None/Unknown","GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL",1
"11888",11888,229,34850642386,7,833025,1,1.26,-0.13,0,1.13,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS",1.26
"11950",11950,690,34850672397,7,962206,1,2.58,-0.79,0,1.79,"65+","B","15-24K","Homeowner","Single Female","1","None/Unknown","GROCERY","DRY NOODLES/PASTA","SPAGHETTI DRY",2.58
"11979",11979,472,34850686023,7,831063,1,5.38,-1.69,0,3.69,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED SWEET GOODS","SNACK CAKE - MULTI PACK",5.38
"12036",12036,210,34850687793,7,860776,1,0.84,-0.17,0,0.67,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS",0.84
"12078",12078,171,34850689616,8,834103,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.29
"12091",12091,708,34850713038,7,837751,2,11.16,-3.58,0,7.58,"35-44","A","100-124K","Homeowner","2 Adults Kids","4","2","GROCERY","COLD CEREAL","KIDS CEREAL",5.58
"12102",12102,253,34850724131,7,879755,1,1.59,-0.3,0,1.29,"45-54","U","Under 15K","Unknown","Single Female","1","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.59
"12159",12159,153,34850755479,8,897954,1,5.24,-1.5,0,3.74,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN BREAST BONELESS",5.24
"12222",12222,422,34850792765,8,834103,1,1.29,0,0,1.29,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX",1.29
"12245",12245,535,34850797498,8,845193,3,8.37,-1.5,0,6.87,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS",2.79
"12303",12303,394,34850800338,8,943076,1,2.98,-0.49,0,2.49,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","BROWNIE MIX",2.98
"12307",12307,390,34850801001,8,951590,1,1.99,0,0,1.99,"45-54","B","25-34K","Renter","Single Female","1","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD",1.99
"12310",12310,483,34850802436,8,822407,9,9,0,0,9,"45-54","U","35-49K","Unknown","Single Female","1","None/Unknown","GROCERY","MEAT - SHELF STABLE","PASTA: CANNED",1
"12440",12440,454,34850836459,8,860776,1,0.84,-0.17,0,0.67,"55-64","U","35-49K","Unknown","Single Male","1","None/Unknown","PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS",0.84
"12629",12629,433,34850896546,8,945655,1,3.49,0,0,3.49,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","APPLES","APPLES GALA (BULK&BAG)",3.49
