"","X.1","household_key","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS","WEEK","NEXT_EGGS","X","BASKET_ID","PRODUCT_ID","AGE_DESC","MARITAL_STATUS_CODE","INCOME_DESC","HOMEOWNER_DESC","HH_COMP_DESC","HOUSEHOLD_SIZE_DESC","KID_CATEGORY_DESC","DEPARTMENT","COMMODITY_DESC","SUB_COMMODITY_DESC"
"11425",11425,428,0,0,0,0,0,0,28,1,11820,34850612153,835788,"19-24","U","50-74K","Probable Owner","2 Adults No Kids","2","None/Unknown","GROCERY","FRZN MEAT/MEAT DINNERS","SS ECONOMY ENTREES/DINNERS ALL"
"11453",11453,429,0,0,0,0,0,0,28,0,67923,40073047040,835243,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - MEDIUM"
"11481",11481,430,44,87.92,77.09,-10.83,0,1,28,0,8396,34811948185,1106523,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"11509",11509,431,0,0,0,0,0,0,28,0,16686,35080161811,822140,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS"
"11537",11537,432,35,102.82,92.2,-10.62,0,0,28,1,2140,34642516740,882441,"19-24","U","25-34K","Unknown","Single Female","1","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"11565",11565,433,0,0,0,0,0,0,28,0,12629,34850896546,945655,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","APPLES","APPLES GALA (BULK&BAG)"
"11593",11593,434,31,55.98,48.93,-7.05,0,1,28,0,12873,34850990382,829950,"35-44","A","15-24K","Homeowner","2 Adults Kids","3","1","GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS"
"11621",11621,435,0,0,0,0,0,0,28,0,215,34641740051,972244,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ISOTONIC DRINKS","ISOTONIC DRINKS SINGLE SERVE"
"11649",11649,436,0,0,0,0,0,0,28,0,44632,35701581356,847982,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","SALAD MIX","REGULAR GARDEN"
"11677",11677,437,21,63.01,49.97,-11.64,-1.4,0,28,0,8895,34812132015,887393,"25-34","A","50-74K","Homeowner","2 Adults Kids","5+","3+","GROCERY","PAPER TOWELS","PAPER TOWELS & HOLDERS"
"11705",11705,438,72,180.48,158.54,-20.69,-1.25,0,28,1,13490,34851237245,830503,"35-44","A","50-74K","Probable Owner","2 Adults No Kids","2","None/Unknown","MEAT-PCKGD","LUNCHMEAT","HAM"
"11733",11733,439,4,15.64,12.96,-2.68,0,0,28,0,115166,40509585651,844179,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","PRIMAL"
"11761",11761,441,0,0,0,0,0,0,28,0,581,34641892201,829291,"45-54","B","50-74K","Homeowner","Single Female","1","None/Unknown","GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS"
"11789",11789,442,69,180.37,151.53,-28.84,0,1,28,0,7988,34811776674,825343,"25-34","U","15-24K","Unknown","1 Adult Kids","2","1","MEAT","BEEF","CHOICE BEEF"
"11817",11817,443,22,52.36,45.88,-6.48,0,0,28,1,5620,34749190723,862349,"45-54","A","25-34K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"11845",11845,444,0,0,0,0,0,0,28,0,97752,40341100904,857130,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE CITRUS PNCH/OJ SUBS"
"11873",11873,445,0,0,0,0,0,0,28,0,923,34642070011,1126899,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"11901",11901,446,2,8.98,8.98,0,0,0,28,0,23787,35218981806,848351,NA,NA,NA,NA,NA,NA,NA,"PASTRY","SWEET GOODS & SNACKS","SW GDS: BROWNIE/BAR COOKIE"
"11929",11929,447,2,15.36,11.18,-4.18,0,0,28,0,77697,40173966059,907014,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","MUFFIN & CORN BREAD MIX"
"11957",11957,448,0,0,0,0,0,0,28,0,44785,35701647676,995876,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN BREAD/DOUGH","FRZN GARLIC BREAD/TOAST/STICKS"
"11985",11985,449,0,0,0,0,0,0,28,0,105578,40423642655,1007259,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DOMESTIC WINE","POPULAR 750ML WINES"
"12013",12013,450,0,0,0,0,0,0,28,0,2818,34642712388,878996,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED"
"12041",12041,451,17,63.29,59.48,-3.81,0,1,28,0,10983,34850252239,9829787,"25-34","B","Under 15K","Renter","2 Adults No Kids","2","None/Unknown","GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"12069",12069,452,0,0,0,0,0,0,28,1,5804,34749212670,844165,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"12097",12097,453,0,0,0,0,0,0,28,0,42995,35688826276,910473,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"12125",12125,454,64,173.88,138.89,-34.99,0,1,28,1,12440,34850836459,860776,"55-64","U","35-49K","Unknown","Single Male","1","None/Unknown","PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS"
"12153",12153,455,0,0,0,0,0,0,28,0,11313,34850402318,860900,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","PREMIUM COOKIES (EX: PEPPERIDG"
"12181",12181,456,21,67.11,58.83,-8.28,0,0,28,0,5470,34749146780,875677,"19-24","B","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","ICE CREAM/MILK/SHERBTS","TRADITIONAL"
"12209",12209,457,0,0,0,0,0,0,28,0,3903,34664777657,942525,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COOKIES/CONES","TRAY PACK/CHOC CHIP COOKIES"
"12237",12237,458,6,14.32,11.42,-2.9,0,1,28,1,11455,34850480905,854261,"55-64","A","35-49K","Homeowner","Single Female","2","None/Unknown","PASTRY","BREAD","BREAD:SWEET/BREAKFAST"
"12265",12265,459,1,3.68,2.59,-1.09,0,0,28,0,6579,34762011193,868972,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T"
"12293",12293,460,0,0,0,0,0,0,28,0,8647,34812006301,1082185,"65+","B","25-34K","Homeowner","Single Female","1","None/Unknown","PRODUCE","TROPICAL FRUIT","BANANAS"
"12321",12321,461,0,0,0,0,0,0,28,0,69419,40085562613,897125,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","GRATED CHEESE"
"12349",12349,462,9,19.7,16.91,-2.79,0,0,28,0,10633,34837667759,904360,"65+","U","100-124K","Unknown","Single Male","1","None/Unknown","PRODUCE","VEGETABLES SALAD","HEAD LETTUCE"
"12377",12377,463,15,89.52,78.45,-11.07,0,0,28,0,557,34641875973,1075755,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","VEGETABLES ALL OTHER"
"12405",12405,464,24,54.88,44.83,-8.05,-2,0,28,0,1321,34642160528,844179,"65+","A","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","MEAT","BEEF","PRIMAL"
"12433",12433,465,0,0,0,0,0,0,28,0,11538,34850508206,1070015,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD JUICES/DRNKS","DAIRY CASE TEA WITH SUGAR OR S"
"12461",12461,466,0,0,0,0,0,0,28,0,30898,35463895901,833025,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MILK BY-PRODUCTS","SOUR CREAMS"
"12489",12489,467,10,29.31,23.58,-5.73,0,0,28,0,190,34641725025,1037894,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"12517",12517,468,0,0,0,0,0,0,28,1,1169,34642121816,850841,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ISOTONIC DRINKS","ISOTONIC DRINKS SINGLE SERVE"
"12545",12545,469,6,15.9,14.31,-1.59,0,0,28,0,9776,34837390622,820518,"45-54","U","75-99K","Probable Owner","Single Female","1","None/Unknown","PRODUCE","ORGANICS FRUIT & VEGETABLES","ORGANIC BERRIES"
"12573",12573,470,16,43.75,40.32,-3.43,0,1,28,0,495,34641857118,828427,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CAT FOOD","CANNED CAT FOOD (9 LIVES/FRISK"
"12601",12601,471,0,0,0,0,0,0,28,0,17486,35080566029,836703,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HOT CEREAL","INSTANT OATMEAL"
"12629",12629,472,0,0,0,0,0,0,28,0,11979,34850686023,831063,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED SWEET GOODS","SNACK CAKE - MULTI PACK"
"12657",12657,473,0,0,0,0,0,0,28,0,11052,34850327584,822936,"45-54","U","50-74K","Homeowner","Unknown","1","None/Unknown","GROCERY","SOUP","CONDENSED SOUP"
"12685",12685,474,0,0,0,0,0,0,28,0,64422,40037645811,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"12713",12713,475,0,0,0,0,0,0,28,0,23046,35218656629,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"12741",12741,476,0,0,0,0,0,0,28,0,2476,34642623467,824555,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PWDR/CRYSTL DRNK MX","SOFT DRINK POWDER POUCHES"
"12769",12769,477,0,0,0,0,0,0,28,0,53725,35877700860,892264,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","VINEGAR ALL-EXCEPT WINE/RIC"
"12797",12797,478,0,0,0,0,0,0,28,0,34553,35573990903,1060912,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS SUBSTITUTE"
"12825",12825,479,4,16.99,13.53,-3.46,0,0,28,0,1395,34642175171,906923,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES WHITE"
"12853",12853,480,0,0,0,0,0,0,28,0,2842,34642749018,840361,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE"
"12881",12881,481,0,0,0,0,0,0,28,0,134470,40666542252,861272,NA,NA,NA,NA,NA,NA,NA,"GROCERY","EGGS","EGGS - LARGE"
"12909",12909,482,11,27.48,24.86,-2.62,0,0,28,0,15157,35000556674,846830,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","ASEPTIC PACK JUICE AND DRINKS"
"12937",12937,483,0,0,0,0,0,0,28,0,12310,34850802436,822407,"45-54","U","35-49K","Unknown","Single Female","1","None/Unknown","GROCERY","MEAT - SHELF STABLE","PASTA: CANNED"
"12965",12965,484,1,5.79,4.89,-0.9,0,0,28,0,11610,34850543946,890689,"25-34","U","15-24K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"12993",12993,485,0,0,0,0,0,0,28,1,323,34641809383,839346,"35-44","U","25-34K","Homeowner","Single Male","1","None/Unknown","GROCERY","COOKIES/CONES","GRAHAM CRACKERS"
"13021",13021,486,0,0,0,0,0,0,28,0,91639,40283595822,822785,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COCOA MIXES","MALTED MLK/SYRUP/PWDRS (EGGNOG"
"13049",13049,487,0,0,0,0,0,0,28,0,69463,40085565002,897611,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MEAT - SHELF STABLE","CORN BEEF"
"13077",13077,488,0,0,0,0,0,0,28,0,118293,40533013490,12524691,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BATH TISSUES","TOILET TISSUE"
"13105",13105,489,29,79.9,63.3,-16.6,0,0,28,0,17735,35080736013,828283,"55-64","U","150-174K","Unknown","Single Female","1","None/Unknown","GROCERY","COOKIES/CONES","PREMIUM COOKIES (EX: PEPPERIDG"
"13133",13133,490,0,0,0,0,0,0,28,0,10820,34850190611,1011300,"35-44","A","75-99K","Homeowner","2 Adults Kids","5+","3+","GROCERY","SOFT DRINKS","SFT DRNK MLT-PK BTL CARB (EXCP"
"13161",13161,491,3,21.97,20.97,-1,0,0,28,0,45679,35714103441,867469,"45-54","A","75-99K","Unknown","Single Female","2","None/Unknown","GROCERY","COLD CEREAL","ADULT CEREAL"
"13189",13189,492,0,0,0,0,0,0,28,0,5480,34749160841,821556,"45-54","U","50-74K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CHEESE","SHREDDED CHEESE"
"13217",13217,493,33,69.7,59.29,-10.41,0,1,28,0,999,34642097681,931672,"55-64","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"13245",13245,495,0,0,0,0,0,0,28,0,38086,35638830927,824758,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COLD CEREAL","ALL FAMILY CEREAL"
"13273",13273,496,0,0,0,0,0,0,28,0,143132,40739402373,823990,NA,NA,NA,NA,NA,NA,NA,"MEAT","BEEF","CHOICE BEEF"
"13301",13301,497,7,25.3,21.43,-3.87,0,0,28,0,15906,35000838297,851231,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAG SNACKS","PRETZELS"
"13329",13329,498,0,0,0,0,0,0,28,0,14367,34873262133,12188611,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","FROSTING"
"13357",13357,499,0,0,0,0,0,0,28,0,50577,35841426428,960984,NA,NA,NA,NA,NA,NA,NA,"GROCERY","REFRGRATD DOUGH PRODUCTS","REFRIGERATED BISCUITS REGULAR"
"13385",13385,501,0,0,0,0,0,0,28,0,6990,34762196743,932949,NA,NA,NA,NA,NA,NA,NA,"DELI","DELI MEATS","MEAT: LUNCHMEAT BULK"
"13413",13413,502,77,164.13,133.56,-30.57,0,0,28,0,184982,41238818677,870549,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HOT CEREAL","STANDARD OATMEAL"
"13441",13441,503,46,151.09,128.83,-22.26,0,1,28,0,5178,34749010446,1073150,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"13469",13469,504,0,0,0,0,0,0,28,0,51843,35865560746,824796,NA,NA,NA,NA,NA,NA,NA,"GROCERY","COFFEE","GROUND COFFEE"
"13497",13497,505,11,36.84,31.78,-5.06,0,0,28,0,46701,35726902381,898068,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CONDIMENTS/SAUCES","CATSUP"
"13525",13525,506,0,0,0,0,0,0,28,0,76527,40128508607,843346,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","CREAM CHEESE"
"13553",13553,507,0,0,0,0,0,0,28,0,53365,35877553080,857554,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK 2 LITER BTL CARB INCL"
"13581",13581,508,0,0,0,0,0,0,28,1,8198,34811891206,883404,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"13609",13609,509,0,0,0,0,0,0,28,0,1272,34642140408,951009,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","PROCESSED","JUICE"
"13637",13637,510,40,129.31,107.24,-22.07,0,0,28,0,1579,34642270717,1022025,"35-44","A","250K+","Homeowner","2 Adults Kids","3","1","GROCERY","BAG SNACKS","PRETZELS"
"13665",13665,511,18,36.51,30.45,-6.06,0,0,28,0,420,34641830750,986912,NA,NA,NA,NA,NA,NA,NA,"DELI","PREPARED FOOD","PREP FD: SIDE DISHES (HOT)"
"13693",13693,512,0,0,0,0,0,0,28,0,224631,41613953683,820551,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKING MIXES","LAYER CAKE MIX"
"13721",13721,513,0,0,0,0,0,0,28,0,3356,34664586612,933637,"45-54","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","PRODUCE","STONE FRUIT","PLUMS"
"13749",13749,514,8,21.32,19.23,-2.09,0,0,28,1,17640,35080682518,878996,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","GRAPES","GRAPES RED"
"13777",13777,515,4,7.96,7.96,0,0,0,28,0,13220,34851178282,821565,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","PIZZA/PREMIUM"
"13805",13805,516,0,0,0,0,0,0,28,0,10176,34837471618,893253,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WAREHOUSE SNACKS","MEAT SNACKS"
"13833",13833,517,2,6.08,5.78,-0.3,0,0,28,0,3401,34664596955,918410,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIE/DESSERTS","FRZN WHIPPED TOPPING"
"13861",13861,518,13,33,29.72,-3.28,0,0,28,1,7844,34762562004,861279,"45-54","A","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","CONDIMENTS/SAUCES","STEAK & WORCHESTER SAUCE"
"13889",13889,519,0,0,0,0,0,0,28,0,16269,35001026736,835300,NA,NA,NA,NA,NA,NA,NA,"MEAT","CHICKEN","CHICKEN THIGHS"
"13917",13917,520,0,0,0,0,0,0,28,0,38572,35665297861,859075,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","SHREDDED CHEESE"
"13945",13945,521,0,0,0,0,0,0,28,0,13393,34851227132,860776,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","VEGETABLES - ALL OTHERS","CUCUMBERS"
"13973",13973,523,0,0,0,0,0,0,28,0,602,34641897797,843222,"65+","B","35-49K","Homeowner","Single Male","1","None/Unknown","GROCERY","FROZEN PIZZA","FRZN BREAKFAST ENTREES/SANDWIC"
"14001",14001,524,0,0,0,0,0,0,28,0,2130,34642512053,832285,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T"
"14029",14029,525,0,0,0,0,0,0,28,0,84107,40222940823,1011300,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK MLT-PK BTL CARB (EXCP"
"14057",14057,526,9,39.36,31.31,-8.05,0,0,28,0,13744,34872990296,5568758,"45-54","U","50-74K","Unknown","Unknown","1","None/Unknown","GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"14085",14085,527,8,19.21,16.72,-2.49,0,0,28,0,414,34641820286,1046584,"45-54","U","50-74K","Homeowner","Single Female","1","None/Unknown","GROCERY","CHEESE","NATURAL CHEESE EXACT WT SLICES"
"14113",14113,528,0,0,0,0,0,0,28,0,51035,35841657997,873111,NA,NA,NA,NA,NA,NA,NA,"GROCERY","HISPANIC","AUTHENTIC THAI FOODS"
"14141",14141,529,0,0,0,0,0,0,28,1,17668,35080711307,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"14169",14169,530,0,0,0,0,0,0,28,0,117190,40510514449,838010,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN VEGETABLE/VEG DSH","FRZN BAGGED VEGETABLES - PLAIN"
"14197",14197,531,2,15.45,13.47,-1.98,0,0,28,0,38101,35638856841,898466,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","PIZZA/PREMIUM"
"14225",14225,532,0,0,0,0,0,0,28,0,205941,41452943981,827024,NA,NA,NA,NA,NA,NA,NA,"GROCERY","MISC WINE","SPARKLING WINES"
"14253",14253,533,0,0,0,0,0,0,28,1,28905,35412886379,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"14281",14281,534,14,19.03,17.69,-1.34,0,0,28,0,3388,34664592462,1074241,"45-54","U","35-49K","Unknown","Single Male","1","None/Unknown","GROCERY","MEAT - SHELF STABLE","CHILI: CANNED"
"14309",14309,535,0,0,0,0,0,0,28,0,12245,34850797498,845193,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FROZEN PIZZA","SNACKS/APPETIZERS"
"14337",14337,536,8,14.94,13.82,-1.12,0,0,28,0,10114,34837445345,885750,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SOFT DRINKS","SFT DRNK SNGL SRV BTL CARB (EX"
"14365",14365,537,0,0,0,0,0,0,28,0,154747,40826559277,827919,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FLOUR & MEALS","FLOUR: WHITE & SELF RISING"
"14393",14393,538,37,107.76,97.53,-10.23,0,1,28,1,6605,34762041099,822814,NA,NA,NA,NA,NA,NA,NA,"GROCERY","DOMESTIC WINE","POPULAR 750ML WINES"
"14421",14421,539,5,36.69,25.09,-11.6,0,1,28,0,19550,35109325611,834117,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"14449",14449,540,17,52.29,47.43,-4.86,0,0,28,1,21876,35145771559,844223,"25-34","B","50-74K","Homeowner","Single Female","1","None/Unknown","PRODUCE","POPCORN","POPCORN - MICROWAVE"
"14477",14477,541,0,0,0,0,0,0,28,1,46923,35727071830,819304,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PASTA SAUCE","MAINSTREAM"
"14505",14505,542,0,0,0,0,0,0,28,0,15988,35000882157,824796,"25-34","U","35-49K","Unknown","Single Female","1","None/Unknown","GROCERY","COFFEE","GROUND COFFEE"
"14533",14533,543,23,42.69,37.7,-4.99,0,0,28,0,2457,34642621250,820486,"35-44","A","35-49K","Probable Owner","1 Adult Kids","3","1","GROCERY","FRZN MEAT/MEAT DINNERS","FRZN SS PREMIUM ENTREES/DNRS/T"
"14561",14561,544,0,0,0,0,0,0,28,0,37437,35638528134,959931,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CANNED JUICES","GRAPE JUICE (OVER 50% JUICE)"
"14589",14589,545,0,0,0,0,0,0,28,0,21191,35145551195,819765,NA,NA,NA,NA,NA,NA,NA,"GROCERY","CHEESE","NATURAL CHEESE EXACT WT CHUNKS"
"14617",14617,546,0,0,0,0,0,0,28,0,5281,34749052846,890610,"45-54","U","50-74K","Unknown","2 Adults No Kids","2","None/Unknown","PASTRY","BREAKFAST SWEETS","SW GDS: SW ROLLS/DAN"
"14645",14645,547,0,0,0,0,0,0,28,0,3445,34664611912,842416,NA,NA,NA,NA,NA,NA,NA,"GROCERY","SUGARS/SWEETNERS","SWEETENERS"
"14673",14673,548,0,0,0,0,0,0,28,0,21909,35145776054,824073,"35-44","B","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","FLUID MILK PRODUCTS","FLUID MILK WHITE ONLY"
"14701",14701,549,73,259.65,218.11,-41.54,0,0,28,0,31451,35464127681,875633,NA,NA,NA,NA,NA,NA,NA,"GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM"
"14729",14729,550,13,35.19,30.59,-4.6,0,0,28,0,3703,34664746476,830203,NA,NA,NA,NA,NA,NA,NA,"DELI","CHICKEN/POULTRY","CHIX:FRD 8PC/CUT UP (HOT)"
"14757",14757,551,3,10.61,10.61,0,0,0,28,0,22607,35145997379,898958,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","STONE FRUIT","PLUMS"
"14785",14785,552,27,65.6,56.15,-9.45,0,1,28,0,18657,35081171305,826666,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN MEAT/MEAT DINNERS","FRZN BREADED PREPARED CHICK"
"14813",14813,553,25,102.17,82.24,-19.93,0,1,28,1,3697,34664745706,862145,"45-54","U","75-99K","Homeowner","2 Adults No Kids","2","None/Unknown","GROCERY","DOG FOODS","CAN DOGFD GOURMET/SUPER PREM ("
"14841",14841,554,0,0,0,0,0,0,28,0,13526,34851280106,820321,NA,NA,NA,NA,NA,NA,NA,"GROCERY","LAUNDRY DETERGENTS","LIQUID LAUNDRY DETERGENTS"
"14869",14869,557,0,0,0,0,0,0,28,0,31440,35464118672,834117,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","NON-CRBNTD DRNKING/MNERAL WATE"
"14897",14897,558,5,6.21,5.83,-0.38,0,1,28,0,7445,34762315969,819927,NA,NA,NA,NA,NA,NA,NA,"GROCERY","PASTA SAUCE","MAINSTREAM"
"14925",14925,560,55,140.39,127.12,-13.27,0,0,28,0,4155,34664802227,929433,"19-24","U","35-49K","Unknown","2 Adults No Kids","2","None/Unknown","GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHITE BREAD"
"14953",14953,561,2,5.78,5.78,0,0,0,28,1,11499,34850505860,986912,NA,NA,NA,NA,NA,NA,NA,"DELI","PREPARED FOOD","PREP FD: SIDE DISHES (HOT)"
"14981",14981,562,0,0,0,0,0,0,28,0,5910,34749231627,845208,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","ONIONS","ONIONS YELLOW (BULK&BAG)"
"15009",15009,563,0,0,0,0,0,0,28,0,5865,34749226634,821695,NA,NA,NA,NA,NA,NA,NA,"PASTRY","ROLLS","ROLLS: SANDWICH"
"15037",15037,564,0,0,0,0,0,0,28,0,1598,34642295382,1117128,NA,NA,NA,NA,NA,NA,NA,"GROCERY","FRZN ICE","ICE - CRUSHED/CUBED"
"15065",15065,565,0,0,0,0,0,0,28,0,33272,35486277414,957736,NA,NA,NA,NA,NA,NA,NA,"GROCERY","WATER - CARBONATED/FLVRD DRINK","SPRING WATER"
"15093",15093,566,0,0,0,0,0,0,28,0,6,34641660381,1082185,NA,NA,NA,NA,NA,NA,NA,"PRODUCE","TROPICAL FRUIT","BANANAS"
"15121",15121,567,49,136.51,113.81,-22.7,0,0,28,0,7314,34762270964,990256,"19-24","U","25-34K","Unknown","Single Male","1","None/Unknown","GROCERY","CAT LITTER","CONVENTIONAL LITTER"
"15149",15149,568,19,28.08,26.39,-1.69,0,0,28,1,471,34641840404,952999,NA,NA,NA,NA,NA,NA,NA,"PASTRY","CAKES","CAKES: NOVELTIES"
"15177",15177,569,0,0,0,0,0,0,28,1,422,34641833301,833241,"35-44","A","250K+","Homeowner","2 Adults Kids","3","1","GROCERY","ICE CREAM/MILK/SHERBTS","PREMIUM"
"15205",15205,570,50,149.18,117.65,-31.53,0,0,28,0,41493,35666435882,826249,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","HAMBURGER BUNS"
"15233",15233,571,0,0,0,0,0,0,28,0,37041,35598332612,825130,NA,NA,NA,NA,NA,NA,NA,"NUTRITION","FROZEN","FROZEN MEAT (VEGETARIAN)"
"15261",15261,572,0,0,0,0,0,0,28,0,15037,34873568777,1332777,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BEERS/ALES","BEERALEMALT LIQUORS"
"15289",15289,573,0,0,0,0,0,0,28,0,24719,35293636965,849843,NA,NA,NA,NA,NA,NA,NA,"GROCERY","BAKED BREAD/BUNS/ROLLS","MAINSTREAM WHEAT/MULTIGRAIN BR"
