"","household_key","DAY","QUANTITY","BASE_SPEND_AMT","NET_SPEND_AMT","LOY_CARD_DISC","COUPON_DISC","GET_EGGS"
"23569",98,186,16,24.08,22.9,-1.18,0,0
"23570",101,186,3,3.68,2.94,-0.74,0,0
"23571",113,186,21,55.12,49.33,-5.79,0,0
"23572",124,186,14,31.88,28.56,-3.32,0,1
"23573",127,186,10,35.31,25.94,-9.37,0,0
"23574",141,186,6,14.72,13.83,-0.89,0,0
"23575",158,186,1,2.68,1.94,-0.74,0,0
"23576",161,186,39,130.44,112.14,-18.3,0,0
"23577",166,186,6,24.05,21.38,-2.67,0,0
"23578",191,186,13,34.52,31.5,-3.02,0,1
"23579",210,186,7,21.16,19.91,-1.25,0,0
"23580",211,186,3,2.29,2.29,0,0,0
"23581",219,186,1,2.99,2.99,0,0,0
"23582",239,186,98,261.22,234.19,-27.03,0,0
"23583",253,186,34,107.23,83.25,-23.98,0,1
"23584",263,186,7,14.03,14.03,0,0,0
"23585",276,186,10,66.45,55.75,-10.7,0,0
"23586",292,186,10,21.43,18.29,-3.14,0,0
"23587",293,186,15,43.93,37.55,-6.38,0,1
"23588",294,186,5,6.35,6.35,0,0,0
"23589",304,186,21,63.42,53.95,-9.47,0,0
"23590",305,186,20,47.17,40.5,-6.67,0,0
"23591",325,186,31,97.9,83.02,-14.88,0,1
"23592",330,186,37,95.11,89.05,-6.06,0,1
"23593",334,186,12,34.91,27.1,-7.81,0,0
"23594",339,186,22,29.94,25.41,-4.53,0,0
"23595",358,186,27,77.66,71.15,-6.51,0,0
"23596",365,186,17,37.96,33.45,-4.51,0,0
"23597",383,186,34,80.63,73.09,-7.54,0,0
"23598",387,186,14,38.48,32.76,-5.72,0,0
"23599",389,186,60,263.85,210.53,-52.32,-1,1
"23600",397,186,7,25.96,20.2,-5.76,0,0
"23601",404,186,6,22.63,22.34,-0.29,0,0
"23602",430,186,3,8.59,7.56,-1.03,0,0
"23603",434,186,15,45.34,39.08,-6.26,0,0
"23604",447,186,13,19.57,18.98,-0.59,0,1
"23605",454,186,7,25.24,22.24,-3,0,0
"23606",459,186,7,18.16,17.23,-0.93,0,0
"23607",460,186,2,6.45,3.96,-2.49,0,0
"23608",483,186,39,104.95,84.95,-18.34,-1.66,0
"23609",491,186,15,58.71,54.67,-4.04,0,1
"23610",508,186,2,7.77,7.77,0,0,0
"23611",512,186,101,208.44,178.54,-29.9,0,1
"23612",524,186,5,14.42,11.46,-2.96,0,0
"23613",526,186,13,43.28,39.99,-3.29,0,0
"23614",550,186,3,11.88,11.05,-0.83,0,0
"23615",567,186,11,37.95,31.46,-6.49,0,0
"23616",570,186,14,48.24,38.07,-10.17,0,1
"23617",586,186,4,17,15.44,-1.56,0,0
"23618",591,186,27,80.58,75.82,-4.76,0,1
"23619",604,186,4,12.85,12.55,-0.3,0,1
"23620",630,186,8,22.77,17.34,-5.43,0,0
"23621",631,186,8,30.02,27.62,-2.4,0,0
"23622",661,186,2,1,1,0,0,0
"23623",672,186,7,21.02,15.8,-5.22,0,0
"23624",676,186,4,9.92,8.54,-1.38,0,0
"23625",684,186,6,12.49,9.85,-2.64,0,0
"23626",687,186,59,135.67,107.79,-21.13,-6.75,1
"23627",695,186,22,58.6,53.08,-5.52,0,0
"23628",703,186,39,118.79,111.31,-7.48,0,0
"23629",707,186,18,61.82,56.84,-4.98,0,0
"23630",725,186,43,102.39,85.88,-16.51,0,0
"23631",728,186,19,29.23,22.99,-6.24,0,0
"23632",740,186,41,112.32,99,-13.32,0,2
"23633",742,186,37,72.94,67.63,-5.31,0,0
"23634",747,186,3,8.87,7.93,-0.94,0,0
"23635",762,186,1,1.19,1.19,0,0,0
"23636",764,186,26,90.22,76.06,-14.16,0,1
"23637",771,186,18,33.55,30.68,-2.87,0,1
"23638",772,186,4,7.14,6.85,-0.29,0,0
"23639",776,186,4,3.43,3.43,0,0,0
"23640",779,186,60,212.15,189.3,-22.85,0,1
"23641",800,186,20,52.15,44.28,-7.87,0,1
"23642",804,186,2,2.98,2.98,0,0,0
"23643",807,186,8,21.18,18.22,-2.96,0,0
"23644",812,186,38,144.24,123.33,-19.91,-1,0
"23645",820,186,4,7.96,7.96,0,0,0
"23646",824,186,18,52.32,44.56,-7.76,0,0
"23647",832,186,15,41.25,41.25,0,0,0
"23648",840,186,21,78.86,72.59,-6.27,0,0
"23649",841,186,1,3.12,2.84,-0.28,0,0
"23650",855,186,4,18.52,12.76,-5.76,0,0
"23651",859,186,11,32.92,30.78,-2.14,0,0
"23652",882,186,6,19.54,16.9,-2.64,0,0
"23653",883,186,9,41.51,33.3,-8.21,0,0
"23654",886,186,14,53.09,46.46,-6.63,0,0
"23655",893,186,2,6.98,6.98,0,0,0
"23656",900,186,10,24.06,20.55,-3.51,0,0
"23657",906,186,8,15.36,14.62,-0.74,0,0
"23658",916,186,1,10.49,10.49,0,0,0
"23659",920,186,6,17.58,14.04,-3.54,0,0
"23660",929,186,13,36.59,28.57,-8.02,0,0
"23661",934,186,41,153.92,123.7,-30.22,0,0
"23662",946,186,15,31.06,26.15,-4.91,0,0
"23663",955,186,90,206.83,176.71,-30.12,0,0
"23664",962,186,24,59.48,49.77,-9.71,0,0
"23665",964,186,28,65.41,60.91,-4.5,0,0
"23666",979,186,74,294.2,249.85,-43.35,-1,0
"23667",982,186,7,23.21,20.63,-2.58,0,0
"23668",983,186,4,25.29,19.13,-6.16,0,1
"23669",993,186,16,41.37,36.71,-4.66,0,0
"23670",996,186,14,17.96,15.55,-2.41,0,0
"23671",1,187,8,30.3,28.51,-1.79,0,0
"23672",27,187,9,12.61,11.47,-1.14,0,0
"23673",35,187,12,37.36,35.28,-2.08,0,0
"23674",41,187,24,72.75,65.32,-7.43,0,0
"23675",46,187,72,256.2,213.27,-42.93,0,0
"23676",57,187,4,1,1,0,0,0
"23677",64,187,7,19.96,17.23,-2.73,0,0
"23678",69,187,4,4,4,0,0,0
"23679",72,187,39,106.07,96.75,-8.97,-0.35,1
"23680",79,187,2,5.37,4.68,-0.69,0,0
"23681",91,187,14,23.38,21.69,-1.69,0,0
"23682",109,187,21,63.5,56.29,-7.21,0,0
"23683",114,187,24,34.94,34.15,-0.79,0,0
"23684",115,187,7,23.1,17.43,-5.67,0,0
"23685",125,187,4,14.99,11.49,-3.5,0,0
"23686",142,187,7,13.48,11.53,-1.95,0,0
"23687",148,187,10,35.78,31.5,-4.28,0,0
"23688",205,187,4,12.15,11.57,-0.58,0,0
"23689",209,187,16,32.5,27.52,-4.98,0,1
"23690",215,187,5,7.59,7.21,-0.38,0,0
"23691",219,187,21,62.26,60.09,-2.17,0,1
"23692",227,187,1,2.29,1.79,-0.5,0,0
"23693",240,187,1,4.79,3.89,-0.9,0,0
"23694",249,187,5,8.85,7.35,-1.5,0,0
"23695",263,187,7,17.33,16.64,-0.69,0,0
"23696",283,187,47,116.73,106.17,-10.56,0,0
"23697",287,187,19,52.52,45.33,-7.19,0,0
"23698",329,187,8,21.28,18.24,-3.04,0,0
"23699",336,187,6,20.74,19.24,-1.5,0,0
"23700",358,187,15,47.78,46.99,-0.79,0,0
"23701",371,187,78,231.83,207.06,-24.77,0,1
"23702",376,187,8,15.68,13.51,-2.17,0,0
"23703",383,187,2,5.38,4.68,-0.7,0,0
"23704",386,187,18,30.29,24.52,-5.77,0,0
"23705",398,187,3,15.79,14.8,-0.99,0,0
"23706",424,187,32,99.95,87.15,-12.8,0,0
"23707",426,187,7,17.62,16.13,-1.49,0,0
"23708",430,187,28,81.68,68.72,-10.71,-2.25,0
"23709",432,187,4,14.53,12.81,-1.72,0,0
"23710",433,187,6,10.98,10.98,0,0,0
"23711",451,187,1,3.99,3.99,0,0,0
"23712",454,187,14,35.15,28.96,-6.19,0,0
"23713",456,187,28,109.04,98.78,-10.26,0,0
"23714",458,187,16,56.66,38.34,-18.32,0,0
"23715",482,187,71,144.16,128.54,-15.62,0,0
"23716",511,187,17,49.57,39.76,-9.81,0,0
"23717",513,187,8,36.01,33.05,-2.96,0,0
"23718",549,187,2,6.49,6.49,0,0,0
"23719",553,187,18,93.34,71.59,-21.75,0,0
"23720",580,187,1,11.99,11.99,0,0,0
"23721",593,187,10,27.13,25.3,-1.83,0,0
"23722",614,187,13,31.3,28.44,-2.86,0,0
"23723",621,187,4,22.55,19.86,-2.69,0,0
"23724",622,187,1,1.58,1.29,-0.29,0,0
"23725",644,187,18,38.56,33.47,-5.09,0,0
"23726",647,187,17,33.49,32.49,-1,0,0
"23727",661,187,5,6.97,6.97,0,0,0
"23728",670,187,12,50.5,46.4,-4.1,0,0
"23729",672,187,3,6.56,5.57,-0.99,0,0
"23730",684,187,12,35.34,31.03,-4.31,0,0
"23731",690,187,2,9.77,8.78,-0.99,0,0
"23732",699,187,25,70.21,62.36,-7.85,0,0
"23733",709,187,22,51.47,44.98,-6.49,0,0
"23734",714,187,6,15.95,13.78,-2.17,0,1
"23735",718,187,2,5,4.5,-0.5,0,0
"23736",726,187,20,60.93,52.31,-8.62,0,0
"23737",735,187,10,18.32,18.01,-0.31,0,0
"23738",758,187,1,5.99,5.99,0,0,0
"23739",762,187,1,2.49,2.49,0,0,0
"23740",768,187,8,21.99,19.38,-2.61,0,0
"23741",780,187,1,2.76,2.76,0,0,0
"23742",784,187,1,1.29,1.29,0,0,0
"23743",800,187,5,14.54,13.95,-0.59,0,0
"23744",814,187,4,9.16,7.42,-1.74,0,0
"23745",817,187,12,38.54,34.44,-4.1,0,0
"23746",825,187,6,13.31,12.82,-0.49,0,0
"23747",855,187,15,35.12,29.36,-5.76,0,0
"23748",865,187,8,48.67,36.32,-12.35,0,0
"23749",900,187,5,8.33,8.25,-0.08,0,0
"23750",911,187,12,44.33,37.16,-7.17,0,0
"23751",932,187,14,26.65,23.82,-2.83,0,0
"23752",937,187,15,40.84,35.91,-4.93,0,0
"23753",944,187,7,22.53,22.53,0,0,0
"23754",946,187,4,11.19,10.1,-1.09,0,0
"23755",949,187,25,60.18,53.52,-6.66,0,0
"23756",956,187,3,6.46,6.17,-0.29,0,0
"23757",968,187,23,46.97,43.31,-3.66,0,0
"23758",970,187,9,19.1,17.71,-1.39,0,0
"23759",983,187,5,10.93,10.35,-0.58,0,0
"23760",7,188,10,24.15,23.76,-0.39,0,0
"23761",24,188,11,46.92,38.57,-8.35,0,0
"23762",28,188,1,6.93,6.93,0,0,0
"23763",36,188,7,20.25,19.75,-0.5,0,0
"23764",40,188,31,66.44,56.33,-10.11,0,0
"23765",43,188,2,1.98,1.98,0,0,0
"23766",57,188,2,8.7,6.78,-1.92,0,0
"23767",58,188,2,37.38,33.98,-3.4,0,0
"23768",67,188,6,11.48,10.65,-0.83,0,0
"23769",68,188,3,1.89,1.89,0,0,0
"23770",80,188,16,63.55,48.48,-14.32,-0.75,0
"23771",85,188,3,14.47,12.27,-2.2,0,0
"23772",99,188,1,16.99,16.99,0,0,0
"23773",101,188,2,1,1,0,0,0
"23774",106,188,14,34.39,31.8,-2.59,0,1
"23775",145,188,11,35.7,29.2,-6.5,0,0
"23776",160,188,55,143.22,128.04,-15.18,0,1
"23777",164,188,7,28.62,21.54,-7.08,0,0
"23778",165,188,37,84.44,70.93,-13.51,0,1
"23779",178,188,9,26.92,22.93,-3.99,0,0
"23780",208,188,15,51.76,39.14,-10.87,-1.75,1
"23781",211,188,3,5.87,4.58,-1.29,0,0
"23782",215,188,2,6.13,5.74,-0.39,0,0
"23783",224,188,12,31.79,26.03,-5.76,0,1
"23784",227,188,5,9.9,7.45,-2.45,0,0
"23785",242,188,34,104.53,89.95,-14.58,0,0
"23786",247,188,14,29.02,27.57,-1.45,0,0
"23787",256,188,26,61.88,59.89,-1.99,0,0
"23788",258,188,40,57.14,51.1,-6.04,0,0
"23789",263,188,8,20.73,20.29,-0.44,0,0
"23790",266,188,18,61.31,59.31,-2,0,0
"23791",269,188,6,12.64,9.57,-3.07,0,0
"23792",275,188,3,8.74,7.29,-1.45,0,0
"23793",285,188,6,17.81,15.78,-2.03,0,1
"23794",288,188,26,68.25,63.33,-4.92,0,1
"23795",290,188,12,18.4,17.88,-0.52,0,0
"23796",291,188,1,1.29,1.29,0,0,0
"23797",303,188,33,92.87,77.9,-14.97,0,0
"23798",322,188,44,123.3,109.44,-13.86,0,1
"23799",342,188,26,64.59,55.01,-9.58,0,0
"23800",349,188,12,17.61,14.56,-3.05,0,0
"23801",351,188,6,10.24,8.5,-1.74,0,0
"23802",353,188,45,152.24,132.46,-19.28,-0.5,0
"23803",364,188,25,100.1,79.37,-20.73,0,1
"23804",373,188,5,11.18,9.51,-1.67,0,0
"23805",376,188,3,4.64,4.15,-0.49,0,0
"23806",377,188,11,37.52,30.29,-7.23,0,1
"23807",378,188,12,29.59,28.27,-1.32,0,0
"23808",386,188,6,5.51,5.24,-0.27,0,0
"23809",393,188,7,5.26,4.97,-0.29,0,0
"23810",398,188,4,8.62,6.56,-2.06,0,0
"23811",400,188,4,18.56,17.86,-0.7,0,0
"23812",401,188,4,21.92,21.92,0,0,0
"23813",409,188,3,8.78,7.22,-1.56,0,0
"23814",413,188,11,32.4,31.9,-0.5,0,1
"23815",442,188,1,1.29,1.29,0,0,0
"23816",450,188,6,18.87,13.61,-5.26,0,0
"23817",454,188,8,22.71,19.31,-3.4,0,0
"23818",468,188,6,32.19,31.01,-1.18,0,0
"23819",474,188,8,44.03,33.36,-10.67,0,0
"23820",485,188,2,6.19,5.69,-0.5,0,0
"23821",503,188,9,19,15.87,-3.13,0,0
"23822",523,188,3,4.37,4.37,0,0,0
"23823",526,188,4,13.27,13.27,0,0,0
"23824",534,188,5,8.65,7.64,-1.01,0,0
"23825",538,188,31,75.35,66.38,-8.97,0,0
"23826",539,188,9,42.21,37.02,-4.79,-0.4,0
"23827",545,188,27,73.74,62.49,-7.75,-3.5,0
"23828",560,188,6,7.47,7.47,0,0,0
"23829",569,188,9,32.45,32.45,0,0,0
"23830",594,188,14,62.74,52.89,-9.85,0,0
"23831",601,188,54,166.45,138.86,-27.59,0,0
"23832",612,188,7,25.43,23.53,-1.9,0,0
"23833",621,188,12,26.1,24.92,-1.18,0,0
"23834",654,188,3,14.27,13.58,-0.69,0,0
"23835",661,188,1,1.79,1.69,-0.1,0,0
"23836",666,188,9,23.55,22.02,-1.53,0,0
"23837",669,188,17,62.82,56.52,-6.3,0,0
"23838",685,188,20,35.79,33.12,-2.67,0,0
"23839",707,188,17,49.46,47.23,-2.23,0,1
"23840",710,188,2,6.37,5.88,-0.49,0,0
"23841",712,188,7,27.6,22.54,-5.06,0,0
"23842",715,188,14,46.55,38.72,-7.83,0,0
"23843",733,188,28,34.28,31.95,-2.33,0,0
"23844",745,188,7,13.19,12.41,-0.78,0,0
"23845",749,188,2,6.96,4.98,-1.98,0,0
"23846",750,188,5,9.64,7.47,-2.17,0,0
"23847",761,188,1,1.79,1.29,-0.5,0,0
"23848",762,188,2,7.17,5.68,-1.49,0,0
"23849",780,188,4,9.19,7.59,-1.6,0,0
"23850",804,188,3,21.16,20.87,-0.29,0,0
"23851",816,188,8,29.33,24.02,-5.31,0,0
"23852",824,188,34,74.78,68.77,-6.01,0,0
"23853",841,188,19,82.97,70.57,-12.4,0,0
"23854",847,188,11,26.38,25.01,-1.37,0,0
"23855",871,188,5,17.71,14.8,-2.91,0,0
"23856",878,188,12,49.06,37.57,-11.49,0,0
"23857",882,188,8,29.82,29.82,0,0,0
"23858",893,188,5,8.15,8.15,0,0,0
"23859",898,188,15,46.03,42.58,-3.45,0,0
"23860",900,188,6,12.21,11.79,-0.42,0,0
"23861",906,188,14,37.35,28.66,-8.69,0,0
"23862",920,188,12,32.91,29.11,-3.8,0,0
"23863",924,188,13,39.76,34.59,-5.17,0,0
"23864",947,188,5,19.78,19.68,-0.1,0,0
"23865",956,188,8,24.76,21.74,-3.02,0,0
"23866",964,188,2,5.37,5.37,0,0,0
"23867",972,188,4,3.89,3.89,0,0,0
"23868",982,188,84,252.12,215.69,-31.58,-4.85,0
"23869",983,188,4,11.27,11.27,0,0,0
"23870",1000,188,29,48.51,44.03,-4.48,0,0
"23871",6,189,13,65.82,64.35,-1.47,0,0
"23872",9,189,2,16.98,16.98,0,0,0
"23873",13,189,10,25.73,21.8,-3.93,0,0
"23874",17,189,1,3.59,3.59,0,0,0
"23875",19,189,7,12.7,11.2,-1.5,0,0
"23876",20,189,4,12.52,9.46,-3.06,0,0
"23877",27,189,8,10.91,10.91,0,0,0
"23878",37,189,47,163.56,145.93,-17.63,0,0
"23879",40,189,1,2.99,2.99,0,0,0
"23880",48,189,9,32.53,28.98,-3.55,0,0
"23881",58,189,29,88.43,81.88,-6.55,0,1
"23882",67,189,20,49.56,41.15,-8.41,0,1
"23883",77,189,48,113.07,96.61,-15.21,-1.25,0
"23884",78,189,4,8.75,7.77,-0.98,0,0
"23885",79,189,1,2.5,2.5,0,0,0
"23886",81,189,3,2.38,1.99,-0.39,0,0
"23887",85,189,19,66.54,61.64,-4.9,0,0
"23888",88,189,28,65.87,57.26,-8.11,-0.5,0
"23889",92,189,6,16.34,14.44,-1.9,0,0
"23890",98,189,5,16.64,16.64,0,0,0
"23891",105,189,2,4.87,4.08,-0.79,0,0
"23892",113,189,42,117.89,101.66,-16.23,0,0
"23893",118,189,37,96.74,87.12,-9.62,0,1
"23894",128,189,22,48.61,45.46,-3.15,0,1
"23895",132,189,2,5.65,5.65,0,0,0
"23896",142,189,9,39.78,30.33,-9.45,0,0
"23897",145,189,68,161.35,129.26,-31.74,-0.35,1
"23898",156,189,13,41.7,38.05,-3.65,0,0
"23899",157,189,4,8.56,8.56,0,0,0
"23900",165,189,3,4.1,3.55,-0.55,0,0
"23901",184,189,16,25.89,25.89,0,0,0
"23902",230,189,2,3.08,2.58,-0.5,0,0
"23903",239,189,7,37.57,27.85,-9.72,0,0
"23904",248,189,97,267.35,219.62,-47.73,0,1
"23905",270,189,1,3.98,2.99,-0.99,0,0
"23906",285,189,3,2.78,2.28,-0.5,0,0
"23907",290,189,14,10.69,9.4,-1.29,0,0
"23908",294,189,26,51.76,44.24,-7.52,0,1
"23909",306,189,1,3.99,3.99,0,0,0
"23910",320,189,3,30.37,30.37,0,0,0
"23911",328,189,49,184.32,165.73,-18.59,0,1
"23912",345,189,16,33.76,30.33,-3.43,0,0
"23913",365,189,4,15.85,14.46,-1.39,0,0
"23914",425,189,3,23.67,23.67,0,0,0
"23915",427,189,8,25.75,25.36,-0.39,0,1
"23916",438,189,75,191.1,168.1,-20.1,-2.9,1
"23917",443,189,10,19.62,18.35,-1.27,0,1
"23918",451,189,2,6.3,5.98,-0.32,0,0
"23919",463,189,7,11.17,9.43,-1.74,0,0
"23920",464,189,3,8.97,8.97,0,0,0
"23921",497,189,1,2.68,1.94,-0.74,0,0
"23922",511,189,13,30.11,25.64,-4.47,0,0
"23923",527,189,4,12.36,11.16,-1.2,0,0
"23924",534,189,2,4.97,3.98,-0.99,0,0
"23925",553,189,6,16.13,12.45,-3.68,0,0
"23926",560,189,7,21.01,19.06,-1.95,0,0
"23927",567,189,10,27.05,22.11,-4.94,0,0
"23928",575,189,31,88.14,79.01,-9.13,0,0
"23929",578,189,5,17.52,14.65,-2.87,0,0
"23930",580,189,5,13.78,10.48,-3.3,0,0
"23931",583,189,9,33.86,26.21,-7.65,0,0
"23932",594,189,11,37.6,28.39,-9.21,0,0
"23933",600,189,7,9.39,7.69,-1.7,0,0
"23934",621,189,10,25.21,23.22,-1.99,0,0
"23935",633,189,15,51.59,42.35,-9.24,0,1
"23936",667,189,12,28.05,23.35,-4.7,0,0
"23937",673,189,11,69.68,58.16,-11.52,0,0
"23938",675,189,5,6.3,5.98,-0.32,0,0
"23939",676,189,7,26.09,21.33,-4.76,0,0
"23940",680,189,4,21.92,15.96,-5.96,0,0
"23941",692,189,13,54.88,48.01,-6.87,0,1
"23942",696,189,14,52.84,47.56,-5.28,0,0
"23943",701,189,11,44.54,40.96,-3.58,0,0
"23944",708,189,3,6.56,6.56,0,0,0
"23945",710,189,12,19.09,16.58,-2.51,0,0
"23946",719,189,44,88.84,74.7,-14.14,0,0
"23947",727,189,5,11.63,11.63,0,0,0
"23948",748,189,43,85.43,73.08,-12.35,0,0
"23949",753,189,4,12.14,11.56,-0.58,0,0
"23950",762,189,1,1.69,1.69,0,0,0
"23951",766,189,23,129.19,108.7,-20.49,0,0
"23952",779,189,27,112.65,104.15,-8.5,0,0
"23953",823,189,4,29.36,29.36,0,0,0
"23954",836,189,8,16.27,13.26,-3.01,0,0
"23955",853,189,2,16.98,16.98,0,0,0
"23956",855,189,11,34.35,29.48,-4.87,0,0
"23957",869,189,9,35.68,28.72,-6.96,0,1
"23958",871,189,5,12.55,12.55,0,0,0
"23959",875,189,2,2.3,2.3,0,0,0
"23960",886,189,23,60.28,51.41,-8.87,0,1
"23961",898,189,9,18.37,17.59,-0.78,0,0
"23962",900,189,1,1.29,1.29,0,0,0
"23963",922,189,1,1.99,1.99,0,0,0
"23964",936,189,4,20.72,19.72,-1,0,0
"23965",941,189,3,12.07,11.07,-1,0,0
"23966",944,189,6,23.14,19.48,-3.66,0,0
"23967",972,189,4,10.46,10.46,0,0,0
"23968",975,189,2,8.81,7.44,-1.37,0,0
"23969",992,189,3,7.99,7.47,-0.52,0,0
"23970",993,189,1,0.97,0.97,0,0,0
"23971",997,189,53,283.93,266.69,-17.24,0,1
"23972",16,190,2,5.48,5.28,-0.2,0,0
"23973",18,190,23,71.16,65.39,-4.52,-1.25,0
"23974",20,190,19,67.89,55.01,-11.88,-1,0
"23975",22,190,14,48.25,45.5,-2.75,0,0
"23976",27,190,5,14.35,13.35,-1,0,0
"23977",32,190,17,48.83,40.85,-7.98,0,0
"23978",33,190,13,26.13,24.8,-1.33,0,0
"23979",36,190,94,163.63,148.54,-15.09,0,0
"23980",40,190,1,21.99,21.99,0,0,0
"23981",51,190,50,134.83,120.17,-14.66,0,1
"23982",56,190,27,94.48,84.57,-9.91,0,0
"23983",75,190,24,61.87,53.2,-8.67,0,0
"23984",95,190,12,37.86,27.96,-9.9,0,0
"23985",97,190,21,65.62,58.58,-7.04,0,0
"23986",98,190,13,9.68,9.68,0,0,0
"23987",101,190,10,29.6,26.98,-2.62,0,0
"23988",104,190,169,456.53,376.71,-69.67,-10.15,0
"23989",114,190,2,3.58,2.58,-1,0,0
"23990",119,190,9,22.4,22.21,-0.19,0,0
"23991",125,190,7,27.48,19.08,-8.4,0,1
"23992",127,190,21,146.91,104.9,-42.01,0,0
"23993",129,190,18,27.83,23.76,-4.07,0,0
"23994",132,190,27,59.55,49.13,-10.42,0,1
"23995",133,190,54,143,136.44,-6.56,0,0
"23996",139,190,49,105.61,97,-8.61,0,0
"23997",142,190,4,6.94,5.77,-1.17,0,0
"23998",148,190,9,28.15,23.23,-2.92,-2,1
"23999",153,190,6,7.98,7.87,-0.11,0,0
"24000",156,190,2,3.48,3.28,-0.2,0,0
"24001",158,190,1,1.33,1.33,0,0,1
"24002",165,190,11,21.54,20.66,-0.88,0,0
"24003",184,190,7,15.63,14.35,-1.28,0,0
"24004",187,190,3,7.35,5.87,-1.48,0,0
"24005",192,190,14,49.65,45.02,-4.63,0,1
"24006",194,190,6,15.7,12.35,-3.35,0,0
"24007",197,190,3,9.77,9.77,0,0,0
"24008",198,190,44,144.12,121.29,-22.83,0,0
"24009",201,190,31,53.05,47.35,-5.7,0,0
"24010",208,190,13,35.26,30.55,-2.21,-2.5,0
"24011",215,190,21,37.02,29.61,-7.41,0,0
"24012",219,190,15,69.71,57.16,-12.55,0,0
"24013",223,190,15,44.72,35.99,-8.73,0,0
"24014",230,190,28,97.3,77.93,-19.37,0,0
"24015",239,190,12,22.42,19.8,-2.62,0,0
"24016",275,190,15,31.74,30.77,-0.97,0,0
"24017",287,190,3,15.96,15.47,-0.49,0,0
"24018",289,190,7,31.83,31.03,-0.8,0,0
"24019",301,190,73,243.09,209.14,-33.95,0,1
"24020",303,190,10,25.99,24.4,-1.59,0,0
"24021",304,190,11,38.59,30.46,-8.13,0,0
"24022",319,190,1,2.49,2.49,0,0,0
"24023",321,190,62,210.07,175.12,-34.95,0,1
"24024",338,190,19,84.86,72.94,-11.92,0,0
"24025",349,190,56,157.68,134.63,-23.05,0,1
"24026",351,190,1,2.68,1.94,-0.74,0,0
"24027",353,190,8,20.53,16.32,-4.21,0,0
"24028",358,190,4,10.96,10.96,0,0,0
"24029",360,190,4,10.57,10.57,0,0,0
"24030",362,190,26,57.88,50.71,-7.17,0,1
"24031",367,190,57,169.17,134.77,-30.6,-3.8,0
"24032",371,190,28,79.23,74.06,-5.17,0,0
"24033",380,190,36,89.14,78.31,-10.83,0,1
"24034",387,190,34,192.2,190.81,-1.39,0,1
"24035",388,190,38,66.42,51.99,-14.43,0,0
"24036",389,190,32,81.16,70.96,-10.2,0,1
"24037",402,190,11,32.85,29.11,-3.74,0,0
"24038",410,190,2,5.96,4.08,-1.88,0,0
"24039",417,190,18,36.46,33.31,-3.15,0,0
"24040",418,190,4,14.98,14.98,0,0,0
"24041",432,190,8,32.04,29.35,-2.69,0,0
"24042",433,190,3,5.97,5.77,-0.2,0,0
"24043",442,190,1,1.29,1.29,0,0,0
"24044",465,190,6,8.17,6.5,-1.67,0,0
"24045",468,190,15,66.33,51.1,-15.23,0,0
"24046",474,190,53,120.81,104.38,-16.43,0,1
"24047",489,190,5,22.82,19.35,-3.47,0,0
"24048",491,190,2,4.24,4.24,0,0,0
"24049",502,190,1,1.29,1.29,0,0,0
"24050",503,190,26,60.96,54.86,-6.1,0,0
"24051",511,190,18,27.88,25.56,-2.32,0,0
"24052",517,190,9,41.8,38.58,-3.22,0,0
"24053",542,190,2,8.77,8.38,-0.39,0,0
"24054",543,190,27,47.99,42.68,-5.31,0,0
"24055",545,190,6,17.27,15.25,-2.02,0,0
"24056",568,190,2,3.27,3.27,0,0,0
"24057",575,190,41,82.66,73.74,-8.92,0,0
"24058",581,190,2,5.08,4.78,-0.3,0,0
"24059",583,190,7,22.3,18.28,-4.02,0,0
"24060",585,190,7,43.51,39.13,-4.38,0,0
"24061",586,190,2,7.98,7.98,0,0,0
"24062",590,190,53,207.39,167.81,-39.58,0,0
"24063",601,190,5,16.23,15.15,-1.08,0,0
"24064",605,190,1,0.6,0.6,0,0,0
"24065",608,190,20,56.84,49.11,-7.73,0,0
"24066",612,190,37,110.91,100.8,-10.11,0,0
"24067",614,190,8,21.51,18.66,-2.85,0,0
"24068",623,190,2,3.56,2.78,-0.78,0,0
"24069",641,190,14,60.71,49.03,-11.68,0,0
"24070",646,190,50,115.89,94.56,-21.33,0,0
"24071",657,190,1,3.99,3.99,0,0,0
"24072",661,190,3,7.67,7.57,-0.1,0,0
"24073",672,190,28,74.04,64.01,-10.03,0,0
"24074",675,190,16,45.94,44.94,-1,0,0
"24075",676,190,4,14.75,14.15,-0.6,0,0
"24076",681,190,23,79.89,71.48,-8.41,0,0
"24077",685,190,12,59.6,46.71,-12.89,0,0
"24078",706,190,2,4.37,4.37,0,0,1
"24079",707,190,15,82.07,73.13,-8.94,0,0
"24080",710,190,5,9.85,9.85,0,0,0
"24081",716,190,4,19.52,14.76,-4.76,0,0
"24082",717,190,2,5.57,4.78,-0.79,0,0
"24083",736,190,85,184.61,165.88,-18.73,0,0
"24084",740,190,30,72.26,63.96,-8.3,0,0
"24085",741,190,13,60.42,53.58,-6.84,0,0
"24086",745,190,18,35.31,32.09,-3.22,0,1
"24087",750,190,8,11.9,9.94,-1.96,0,0
"24088",771,190,9,24.95,23.27,-1.68,0,0
"24089",779,190,8,33.01,29.72,-3.29,0,0
"24090",800,190,1,3.69,3.69,0,0,0
"24091",818,190,2,7.36,5.18,-2.18,0,0
"24092",820,190,3,14.67,13.67,-1,0,0
